MatchId,BotType,Result,TimeMs,TotalClicks
463,0,DEFEAT,0.0413,7
464,0,DEFEAT,0.1277,2
465,0,DEFEAT,0.0233,2
466,0,DEFEAT,0.0234,3
467,0,DEFEAT,0.0259,5
468,0,DEFEAT,0.0342,4
469,0,DEFEAT,0.0779,3
470,0,DEFEAT,0.0360,7
471,0,DEFEAT,0.0360,8
472,0,DEFEAT,0.0186,2
473,0,DEFEAT,0.0119,1
474,0,DEFEAT,0.0128,2
475,0,DEFEAT,0.0322,6
476,0,DEFEAT,0.0738,7
477,0,DEFEAT,0.2384,4
478,0,DEFEAT,0.3374,8
479,0,DEFEAT,0.2521,2
480,0,DEFEAT,0.0285,4
481,0,DEFEAT,0.0244,2
482,0,DEFEAT,0.0332,7
483,0,DEFEAT,0.0558,8
484,0,DEFEAT,0.1040,10
485,0,DEFEAT,0.0197,3
486,0,DEFEAT,0.0229,3
487,0,DEFEAT,0.0153,2
488,0,DEFEAT,0.0271,5
489,0,DEFEAT,0.0347,7
490,0,DEFEAT,0.8088,4
491,0,DEFEAT,2.6172,3
492,0,DEFEAT,0.1680,4
493,0,DEFEAT,0.2703,6
494,0,DEFEAT,0.3191,6
495,0,DEFEAT,0.2242,5
496,0,DEFEAT,0.2256,2
497,0,DEFEAT,0.0955,2
498,0,DEFEAT,0.1213,1
499,0,DEFEAT,0.0555,1
500,0,DEFEAT,0.4424,11
501,0,DEFEAT,0.2713,7
502,0,DEFEAT,0.0527,1
503,0,DEFEAT,0.2065,3
504,0,DEFEAT,0.2126,3
505,0,DEFEAT,0.2055,4
506,0,DEFEAT,0.0747,2
507,0,DEFEAT,0.2902,6
508,0,DEFEAT,0.2569,6
509,0,DEFEAT,0.1039,3
510,0,DEFEAT,0.3390,8
511,0,DEFEAT,0.1174,1
512,0,DEFEAT,1.7520,9
513,0,DEFEAT,1.4806,12
514,0,DEFEAT,0.3526,8
515,0,DEFEAT,0.0489,5
516,0,DEFEAT,0.1145,1
517,0,DEFEAT,0.1851,3
518,0,DEFEAT,0.0636,1
519,0,DEFEAT,0.1218,4
520,0,DEFEAT,1.6223,7
521,0,DEFEAT,0.3467,3
522,0,DEFEAT,0.1000,2
523,0,DEFEAT,1.2519,2
524,0,DEFEAT,0.0824,2
525,0,DEFEAT,0.2502,4
526,0,DEFEAT,0.0987,2
527,0,DEFEAT,0.2005,4
528,0,DEFEAT,0.3466,4
529,0,DEFEAT,0.1544,4
530,0,DEFEAT,0.1708,5
531,0,DEFEAT,0.0760,2
532,0,DEFEAT,0.1696,1
533,0,DEFEAT,2.3995,3
